generation;sosa;id;prenom;nom;sexe;source;nb_infos;nb_evenements;nb_sources;nb_parents;forme_parents;parents_mariage_date;parents_mariage_lieu;profession;sous_titre;titre_noblesse;note_titre_noblesse;nb_notes;nb_notes_longues;infos;nb_err;GeneanetSpider 1.0.13 08/09/2023 à 01:00
16;57793;@I00242@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50245;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
16;57794;@I00243@;?;?;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50243;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
17;114949;@I00247@;Nina;d' Aulesa;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=nina&n=d+aulesa;0;0;0;2;forme2;;"";"";"Nina //";"";"";1;0;"";0;
16;57605;@I00252@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50237;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
17;120836;@I00241@;Federigo II;d'Aragon;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=federigo+ii&n=d+aragon;2;0;1;2;forme2;;"";"";"(Federigo II d'Aragon “il Simplo” king of Sicily)";"";"";3;1;"- surnom: Federigo II d'Aragon le simple
- Né le 1er septembre 1341
- Décédé le 27 juillet 1377, à l'âge de 35 ans";0;
17;120832;@I00244@;Perrone Proton;de Luvenio;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=perrone+proton&n=de+luvenio;1;0;1;2;forme2;;"";"";"";"Perrone Proton";"";1;1;"- surnom: Perrone Proton de Luvenio Pietro
- Décédé vers 1394
- titre: Perrone Proton";0;
16;57792;@I00245@;Cola;Frendu;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=cola&n=frendu;2;0;0;2;forme2;;"";"";"";"Nobile";"";1;1;"- Né vers 1405
- Décédé
- titre: Nobile";0;
17;114948;@I00246@;Pino;La Vagna;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=pino&n=la+vagna;0;0;0;2;forme2;;"";"";"Jaime /Lavagna/";"";"";2;0;"";0;
17;114951;@I00248@;Donna Ilagia;di Solimella;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=donna+ilagia&n=di+solimella;2;0;1;2;forme2;;"";"";"Ilagia //";"";"";1;0;"- Née vers 1306
- Décédée";0;
16;57613;@I00249@;Richilde;Parisi;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=richilde&n=parisi;2;0;0;2;forme2;;"";"";"";"";"";1;0;"- Née vers 1337
- Décédée";0;
16;57719;@I00250@;Fredia;von Sueva;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=fredia&n=von+sueva;2;0;0;2;forme2;;"";"";"";"";"";3;2;"- Née en 1317
- Décédée en 1364, à l'âge de 47 ans";0;
17;114950;@I00251@;Guglielmo;Ragusa;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=guglielmo&n=ragusa;3;0;1;2;forme2;;"";"Baron de Gomerino (c. 1318)";"Guglielmo //";"";"";2;0;"- Né vers 1305
- Décédé
- Baron de Gomerino (c. 1318)
@todo Anomalies détectées sur Guglielmo Ragusa. Vérifier la source.";1;
17;115972;@I00253@;Niccolò;Doria;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=niccolo&n=doria;1;0;0;2;forme2;;"";"Ammiraglio della Flotta Genovese";"";"";"";2;1;"- Ammiraglio della Flotta Genovese";0;
17;115367;@I00255@;N;Brisbarre;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=n&n=brisbarre;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
17;115393;@I00257@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50291;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
17;114689;@I00258@;N.;Palizzi;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=n.&n=palizzi;0;0;0;0;;;"";"";"";"Nobile:";"";1;0;"- titre: Nobile:";0;
17;115392;@I00259@;Johanni;Xuerib;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=johanni&n=xuerib;2;0;0;2;forme2;;"";"";"";"Noble";"";1;0;"- Né vers 1300
- Décédé
- titre: Noble";0;
17;115443;@I00260@;NN;Castelli;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=nn&n=castelli;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
17;115442;@I00261@;Giovanni;Bell' Huomo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanni&n=bell+huomo;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
17;120837;@I00262@;unknown mistress;x;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=unknown+mistress&n=x&oc=26337;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
17;120833;@I00263@;N.N.;Alagona;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=n.n.&n=alagona;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
17;115366;@I00254@;John;Fadrique d'Aragona;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=john&n=fadrique+d+aragona;2;0;1;2;forme2;;"";"Lord of Aegina";"";"John";"";1;0;"- surnom: John Fadrique d'Aragona Giovanni Fadrique
- Décédé après 1376
- Lord of Aegina
- titre: John";0;
17;115216;@I00256@;Guglielmo;bin Hakem;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=guglielmo&n=bin+hakem;2;0;0;2;forme2;;"";"";"(Guglielmo bin Hakem I)";"";"";1;1;"- Né en 1320
- Décédé en 1370, à l'âge de 50 ans";0;
17;120839;@I00264@;Giovanna;de la Porte;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanna&n=de+la+porte;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
17;120835;@I00265@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50408;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
17;115369;@I00267@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50292;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
17;115200;@I00268@;Enrico Bin;Xara;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=enrico+bin&n=xara;4;0;0;0;;;"";"Milite";"";"Nobile";"";1;1;"- Né en 1330 - Mdina, Malta -
- Décédé - Mdina, Malta -
- Inhumé - Mdina, Malta -
- Milite
- titre: Nobile";0;
17;120834;@I00269@;Arrigo;Ventimiglia;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=arrigo&n=ventimiglia;0;0;1;0;;;"";"";"";"";"";1;0;"";0;
17;115368;@I00270@;Marino;Barozzi de la Roche;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=marino&n=barozzi+de+la+roche&oc=1;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
17;115364;@I00271@;Marino;Barozzi de la Roche;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=marino&n=barozzi+de+la+roche;2;0;0;2;forme2;;"";"Signore di Santorin et de Therasia Ruled 1334-5";"";"";"";1;0;"- Décédé en 1359
- Signore di Santorin et de Therasia Ruled 1334-5";0;
17;115217;@I00272@;Leonora;di Siciliano;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=leonora&n=di+siciliano;2;0;0;2;forme2;;"";"";"";"";"";1;0;"- Née en 1320
- Décédée en 1376, à l'âge de 56 ans";0;
17;115973;@I00273@;Taddea;Griffo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=taddea&n=griffo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
17;120838;@I00266@;Giovanni Azzuro;d'Aragona;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanni+azzuro&n=d+aragona;3;0;0;2;forme2;;"";"Baron of Ghajn Rihani";"";"Giovanni Azzuro";"";1;0;"- surnom: Giovanni Azzuro d'Aragona Gio'Azzurro d'Aragona
- Né vers 1320
- Décédé
- Baron of Ghajn Rihani
- titre: Giovanni Azzuro";0;
17;115452;@I00277@;Johannes;d’Arexula;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=johannes&n=d%E2%80%99arexula;0;0;0;0;;;"";"";"";"";"";1;1;"";0;
17;115228;@I00278@;Baldus Arnaldus;Girbinus;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=baldus+arnaldus&n=girbinus;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
17;115229;@I00279@;Maria;la Barba;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=maria&n=la+barba;0;0;0;2;forme2;;"";"";"Maria //";"";"";1;0;"";0;
17;115447;@I00280@;Giovanna;d'Isernia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giovanna&n=d+isernia;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
17;115445;@I00281@;Mabilia;di Montefalcione;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=mabilia&n=di+montefalcione;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
17;115446;@I00282@;Pietro;di Cornay;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=pietro&n=di+cornay;0;0;0;2;forme2;;"";"";"";"";"";1;1;"";0;
17;115201;@I00286@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50288;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
17;115455;@I00274@;Francia;Pellegrino-D'Aragona;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=francia&n=pellegrino+d+aragona;0;0;1;2;forme2;;"";"";"";"Francia";"";1;1;"- surnom: Francia Pellegrino-D'Aragona Francia de
Perregrino
- titre: Francia";0;
17;115454;@I00275@;Simone;Di Mazzara;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=simone&n=di+mazzara;2;0;1;2;forme2;;"";"";"";"";"";1;1;"- Né vers 1370
- Décédé en 1454, à l'âge d'environ 84 ans";0;
17;115453;@I00276@;...;Abate;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=...&n=abate;0;0;0;2;forme2;;"";"";"";"...";"";1;1;"- surnom: ... Abate Abbate
- titre: ...";0;
17;115444;@I00283@;Bartolomeo;Carafa;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=bartolomeo&n=carafa;2;0;0;2;forme2;;"";"";"(Bartolomeo Carafa vicerè della Basilicata)";"";"";2;1;"- Né vers 1286
- Décédé le 7 décembre 1362, à l'âge d'environ 76 ans";0;
17;115231;@I00284@;Sophia;Bava;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=sophia&n=bava;0;0;0;2;forme2;;"";"";"";"Sophia";"";1;0;"- surnom: Sophia Bava Sofia
- titre: Sophia";0;
17;115230;@I00285@;Francesco;Gatto;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=francesco&n=gatto;3;0;0;2;forme2;;"";"1st Baron of Djar il-Bniet";"(Francesco Gatto I)";"";"";2;1;"- surnom: Francesco Gatto Cicco
- Né vers 1315
- Décédé en novembre 1372, à l'âge d'environ 57 ans
- 1st Baron of Djar il-Bniet";0;
18;229900;@I00288@;Guglielmo;di Ragusa;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=guglielmo&n=di+ragusa;3;0;0;0;;;"";"Acquired the fief of Gomerino in 1318 from Guglielmo Surdo; invested 1320, Señor de Gomerino (1318)";"(Guglielmo di Ragusa barone di Gomerino)";"";"";1;0;"- Né vers 1280
- Décédé vers 1318, à l'âge d'environ 38 ans
- Acquired the fief of Gomerino in 1318 from Guglielmo Surdo; invested 1320, Señor de Gomerino (1318)
@todo Anomalies détectées sur Guglielmo di Ragusa. Vérifier la source.";1;
17;115227;@I00289@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50289;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
17;115226;@I00290@;Raimondo;Parisi;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=raimondo&n=parisi;0;0;0;0;;;"";"";"";"";"";1;1;"";0;
18;229898;@I00292@;Gaston;d' Aulesa;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=gaston&n=d+aulesa;0;0;0;0;;;"";"";"Gaston /d'Aulesa/";"";"";1;1;"";0;
18;229902;@I00293@;Siro;Attardo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=siro&n=attardo;2;0;0;2;forme2;;"";"Soldier and favourite of Kings of Sicily., a Sicilian Feudal Signore outside Palermo";"Siro //";"";"";1;0;"- Décédé vers 1300
- Soldier and favourite of Kings of Sicily., a Sicilian Feudal Signore outside Palermo
@todo Anomalies détectées sur Siro Attardo. Vérifier la source.";1;
18;229897;@I00294@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50397;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
18;229896;@I00295@;Jaimes;La Vagna;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=jaimes&n=la+vagna;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
18;241664;@I00297@;Bartolomeo;of Anjou;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=bartolomeo&n=of+anjou;0;0;0;2;forme2;;"";"";"Bartolomeo Gioeni d'Angiò";"";"";1;0;"";0;
18;229377;@I00298@;N.;Mohammad;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=n.&n=mohammad;0;0;0;0;;;"";"";"";"Nobile";"";1;0;"- titre: Nobile";0;
17;115438;@I00287@;Conradin;von Sueva;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=conradin&n=von+sueva;2;0;0;2;forme2;;"";"";"";"";"";3;1;"- Né en 1292
- Décédé en 1346, à l'âge de 54 ans";0;
18;229899;@I00291@;Yolanda;Lancia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=yolanda&n=lancia;0;0;0;2;forme2;;"";"";"Yolanda //";"";"";1;1;"";0;
17;115584;@I00296@;Thumeu;Frendu;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=thumeu&n=frendu;2;0;0;2;forme2;;"";"";"";"Nobile";"";1;1;"- Né vers 1380
- Décédé
- titre: Nobile";0;
18;241672;@I00299@;Peter II;de Aragón;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=peter+ii&n=de+aragon;3;0;1;2;forme2;23 avril 1322;"";"";"(Peter II de Aragón king of Sicily)";"";"";5;4;"- Né en 1305
- Décédé le 15 août 1342, à l'âge de 37 ans
- Inhumé
@todo note 'Union avec Elisabeth of Carinthia' de Peter II de Aragón à analyser : 'Adresse: Catania, Sicile Italia, Catania, Sicile, Italia'";0;
18;229376;@I00300@;Giliu;bin Spitaleri;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=giliu&n=bin+spitaleri;2;0;0;2;forme2;;"";"";"";"Nobile";"";1;0;"- Né vers 1290
- Décédé
- titre: Nobile";0;
18;230887;@I00302@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50307;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
18;230785;@I00304@;Johanna;Mahanu;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=johanna&n=mahanu;0;0;0;0;;;"";"";"";"Nobile";"";1;0;"- titre: Nobile";0;
18;230886;@I00305@;Niccolò;Castelli;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=niccolo&n=castelli;0;0;0;0;;;"";"";"";"";"";2;0;"";0;
18;231945;@I00310@;Mabillia;Casiccia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=mabillia&n=casiccia;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
18;229901;@I00312@;Costanza;d'Antiochia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=costanza&n=d+antiochia;0;0;0;2;forme2;;"";"";"(Costanza d'Antiochia dei Conti di Loreto)";"";"";1;1;"@todo Anomalies détectées sur Costanza d'Antiochia. Vérifier la source.";1;
17;115439;@I00314@;Helene;di Siciliano;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=helene&n=di+siciliano&oc=1;0;0;0;2;forme2;;"";"";"";"";"";1;1;"";0;
17;115585;@I00315@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50294;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
18;230885;@I00301@;NN;Campolo;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=nn&n=campolo;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
18;230884;@I00303@;Luigi;Bell' Huomo (Bellomo);M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=luigi&n=bell+huomo+bellomo;0;0;0;2;forme2;;"";"";"(Luigi Bell' Huomo (Bellomo) signore di Belmonte)";"";"";2;1;"";0;
18;230433;@I00306@;Anna Maria;di Chieti;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=anna+maria&n=di+chieti;3;0;0;2;forme2;;"";"";"";"";"";1;1;"- Née en 1303 - Sicily Italy -
- Décédée en 1368 - Citta Notabile, Mdina, Malta -, à l'âge de 65 ans
- Inhumée en 1368 - Citta Notabile, Mdina, Malta -";0;
18;230784;@I00307@;Tomaso;Xuerib;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=tomaso&n=xuerib&oc=1;2;0;0;2;forme2;;"";"";"";"Nobile";"";1;0;"- Né vers 1265
- Décédé
- titre: Nobile";0;
18;230432;@I00308@;Roggerio;bin Hakem;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=roggerio&n=bin+hakem;2;0;0;2;forme2;;"";"";"(Roggerio bin Hakem I)";"";"";1;1;"- Né en 1300
- Décédé en 1370, à l'âge de 70 ans";0;
18;230732;@I00309@;Bonifacio;Fadrique d'Aragona;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=bonifacio&n=fadrique+d+aragona;2;0;1;2;forme2;;"";"Lord of Aegina and Gittina";"(Bonifacio Fadrique d'Aragona count of Salona)";"";"";1;1;"- Décédé en septembre 1380
- Lord of Aegina and Gittina";0;
18;231944;@I00311@;Pietro;Doria;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=pietro&n=doria&oc=1;2;0;0;2;forme2;;"";"";"";"";"";3;1;"- Né vers 1210
- Décédé entre 1274 et 1271";0;
18;229903;@I00313@;Ilagia;di Santa Sofia;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=ilagia&n=di+santa+sofia;0;0;0;2;forme2;;"";"";"Ilagio //";"";"";1;0;"";0;
18;230729;@I00317@;Caterina;Gozzadini;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=caterina&n=gozzadini;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
18;241677;@I00320@;Beatrice;Mazzara;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=beatrice&n=mazzara;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
18;241679;@I00323@;Anna;di Chieti;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=anna&n=di+chieti;0;0;0;2;forme2;;"";"";"";"";"";1;1;"";0;
18;241665;@I00324@;Perna;de Cosmerio;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=perna&n=de+cosmerio;0;0;1;0;;;"";"";"";"";"";1;0;"";0;
18;230733;@I00325@;Lucia;Barozzi;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=lucia&n=barozzi;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
18;230435;@I00316@;Maria;di Chieti;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=maria&n=di+chieti;0;0;0;2;forme2;;"";"";"";"";"";1;1;"";0;
18;230434;@I00318@;Henry;Hohenstaufen;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=henry&n=hohenstaufen;2;0;0;2;forme2;;"";"";"Enrico di Siciliano";"";"";1;1;"- Né vers 1262
- Décédé en 1318, à l'âge d'environ 56 ans
@todo Anomalies détectées sur Henry Hohenstaufen. Vérifier la source.";1;
18;241676;@I00319@;Roland;of Aragon;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=roland&n=of+aragon;3;0;1;2;forme2;;"";"Governor of Palermo, 1st Baron of Ghajn Rihani, 1st Baron of Delimara";"Orlando /d'Aragona/";"";"";2;1;"- Né en 1296
- Décédé en 1361, à l'âge de 65 ans
- Governor of Palermo, 1st Baron of Ghajn Rihani, 1st Baron of Delimara";0;
18;230728;@I00321@;Andrea;Barozzi de la Roche;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=andrea&n=barozzi+de+la+roche;2;0;1;2;forme2;;"";"Signore 1308-34; Admiral of Roumania 1315";"(Andrea Barozzi de la Roche II)";"";"";1;0;"- Décédé en 1334
- Signore 1308-34; Admiral of Roumania 1315";0;
18;241678;@I00322@;Francois;de la Porte de Foucherolles;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=francois&n=de+la+porte+de+foucherolles;1;0;0;2;forme2;;"";"";"Francois de la Porte de Foucherolles, Baron de Zoja";"";"";1;0;"- Décédé en 1324";0;
18;230460;@I00326@;Lanza;Gatto;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=lanza&n=gatto&oc=1;0;0;0;0;;;"";"";"(Lanza Gatto I)";"";"";2;0;"- surnom: Lanza Gatto Lancea";0;
18;230462;@I00328@;Michele;Bava;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=michele&n=bava;2;0;0;0;;;"";"Baron of Djar-il-Bniet";"";"";"";1;0;"- Décédé en 1349
- Baron of Djar-il-Bniet";0;
18;230893;@I00329@;Buccia;Di Sangro;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=buccia&n=di+sangro;0;0;0;0;;;"";"";"";"";"";1;1;"";0;
18;230892;@I00330@;Roberto;De Cornay;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=roberto&n=de+cornay;0;0;0;0;;;"";"";"";"";"";1;1;"";0;
18;230890;@I00333@;Andrea;di Montefalcione;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=andrea&n=di+montefalcione;0;0;0;0;;;"";"";"Andrea, signore di Montefalcione";"";"";1;1;"";0;
18;230888;@I00327@;Bartolomeo;Caracciolo Carafa;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=bartolomeo&n=caracciolo+carafa;1;0;0;2;forme2;avant 11 juillet 1276;"";"";"";"";"";1;1;"- Décédé vers 1295";0;
18;230891;@I00331@;Margherita;Braida;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=margherita&n=braida;0;0;0;2;forme2;;"";"";"";"";"";1;0;"";0;
18;230459;@I00332@;Maria;Fantino;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=maria&n=fantino&oc=1;0;0;0;2;forme2;;"";"";"Maria //";"";"";1;0;"";0;
19;458753;@I00334@;N.;Assant;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=n.&n=assant;0;0;0;0;;;"";"";"";"Nobile";"";1;0;"- titre: Nobile";0;
19;483329;@I00336@;Chiara;d'Artois;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=chiara&n=d+artois;0;0;1;0;;;"";"";"";"";"";1;0;"";0;
19;483328;@I00338@;Guglielmo;of Anjou;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=guglielmo&n=of+anjou;0;0;1;2;forme2;;"";"";"";"Guglielmo";"";1;0;"- surnom: Guglielmo of Anjou Guglielmo Gioeni d'Angiò
- titre: Guglielmo";0;
18;231169;@I00339@;?;?;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&i=50396;0;0;0;0;;;"";"";"";"";"";0;0;"";0;
19;459805;@I00341@;Lolegrima;Di Capua;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=lolegrima&n=di+capua;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
19;459804;@I00342@;unknown;Attardo;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=unknown&n=attardo;0;0;0;0;;;"";"";"";"";"";1;0;"";0;
18;230877;@I00346@;Sybilla;de Perregrino;F;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=sybilla&n=de+perregrino;0;0;0;0;;;"";"";"";"";"";1;1;"";0;
19;458752;@I00335@;Spitaleri;Kalbid;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=spitaleri&n=kalbid;2;0;0;2;forme2;;"";"";"";"Prince";"";1;0;"- Né vers 1260
- Décédé
- titre: Prince";0;
19;483344;@I00337@;Frederick II-III;de Aragón;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=frederick+ii+iii&n=de+aragon;4;0;1;2;forme2;17 mai 1302;"Catania, Catania, Italy -,";"1296-1337";"(Frederick II-III de Aragón king of Sicily)";"";"";4;4;"- surnom: Frederick II-III de Aragón Federico II de Sicilia
- Né le 13 décembre 1272
- Décédé le 25 juin 1337, à l'âge de 64 ans
- Inhumé
- 1296-1337";0;
18;231168;@I00340@;Cola;Frendu;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=cola&n=frendu&oc=1;2;0;0;2;forme2;;"";"";"";"Nobile";"";1;0;"- Né vers 1350
- Décédé
- titre: Nobile";0;
19;459798;@I00343@;Corrado;Lancia;M;https://gw.geneanet.org/boutch1?lang=fr&pz=marc&nz=vitelli&p=corrado&n=lancia;2;0;0;2;forme2;1356;"";"Lord of Mongiolino (1355), 4th Baron of Ficarra";"(Corrado Lancia 5°barone di Longi)";"";"";1;1;"- Décédé après 1366
- Lord of Mongiolino (1355), 4th Baron of Ficarra";0;
